id,work,date,issue,page,block,text,label,label_grouped
893,debats,1847_07_02,1,4,P4_TB00013,"NOUVELLE INVENTION.—A. GUILLAUME, breveté sans garantie du gouvernement. KAISTSIN fl» fiî^eïSJSABEiES HUE OK RONDV. 14. DERRIÈRE LU CHATEAU D EAU. (AFLÏ.) ACIDULATED DROPS BT DERVY S LONDON (Pastilles anglaises acidulées à l orange et au citron), Recherchées en Angleterre et dans le* pays chaud*, elle* à la bouche une fraîcheur et. un parfum très-agréable* Bu YOYA6S et dan* le* COKCXXT*, BAL* et srxerACM*, «le* cent on préserratlf contre le* incommodité* de la grande chaleur. Intrepôt général chez H» LEMOYKE, Confiseur de la Keine, ru» de» Lombard», 50*1 SS, à Parts.— Pnix ni LÀ BêITX : 11.19 c . Bépdto à Pari* et en province chez les confisears,marchisd* . \ de comestible* et dans les foyers de* théâtre*. / IL EXISTE PLUSIEURS CONTREFAÇONS DU VERITABLE .OMLENT EMET âL.Qirétien, rue Saml-Denis, 201 \ci-devant au n? 90), qui autrefois cet onguent souverain pour ja guensqn, des abcès, tumeurs,panaris , maux d aventure» plaies invelerees, etc., prévient, pour éviter toute erreur* que _ sa l on peut toujours s assurer chez lui que V le seul et véritable dépôt est à la phar- j&r macie GIRARD, rue des Lombards, 28. Chaque rouleau porte la sisrnalinsosy s ****** ICAPSULES MOTHESI les seules qui renferment le B. BE COPAUL pur, e.-à-d. liquide et tel que le produit la nature. 4 fr. la boite. Rue Ste-Anne, 20, au 1, et dans toutes les pharm. d Europe. [Approb. de VAcad. deMéclecine.)",publicité médicale,publicité
894,debats,1842_04_22,1,4,P4_TB00026,"NOUVEAUX DENTIFRICES Recommandés par les principaux journaux de médecine comme portant le eachet d une véritable utilité. / ODCJWTIHTE. \ Composkien solide, d un facile, d une odeur et d une saveur i agréables, elle blanchit les dents sans les altérer, conserve et durcit j s. l émail , prévient et arrête J \ la carie. S n conserva les dents, fortifie les gencives, détruit la fétidité c l haleine, enlève l odeur du cigar donne à la bouche une fralcliet v délicieuse, et cals» les doolenrs \ les plus vives. I « A PARIS, AD DEPOT GÉNÉRAL. KDE DE SKINK-ST-CKRHAIK 10; « LE  » FAGUEI , rut Richelieu, 93; cher LAUBIV. ru» Saint-Antoine, C A; Et dam toute/ iet VitUl. Maladies Secrètes. Gnéruon prwa le traitefflent du 1 te, radicale et peu coûteuse de ces maladies, par octcur Ch. AXBEH.T, H4<lMh> D. ta FINITF 4»,P»TFA. unUie eo phèrmacie. e> pharmacie» de» bêpitaox 4* Je ville de Péris, ProÇMsewr et 4e boî*xiqur, breveté dcrltei, hoßasré de médeiile» et réeompttm» «stfcmeles, »li -MO SatOrgU eil, 21, Contullalieru Grafuitt* tout lu jourt. .VJIA. Ce irutiemcot est frxlle à suivre en secret oà en voyage et »aos encan dôrvngemeat. TR AITEMENT PAR CORRESPONDA>XJE fÀFFiUBCTfnO.",publicité médicale,publicité
895,constitutionnel,1845_09_29,1,4,Page1_Block30,"573HÏÏ L>p*i |du H  Bremser est recommandée parles médecins les EMU plus distingués. Seul remède pour empêcher les che- veux de tomber, de blanchir, el les conserver dans l état de jeunesse. Le flacon et le traité, 5 f., r. Montmartre, 30. (Affr.) ■ ro TITREC scientifiques de l inventeur de l odon- Lto I I I nCO tine et de l élixir odontalgique, justi fient la préférence que le public accorde à ces dentifrices. Dér pôt chez M. Faguer, rue Richelieu, 93, et chez^tous les par fumeurs et coiffeurs de la France et de l étranger. 2570 LE VÉRITABLE PURGATIF fe^detvt-nS die aux chaleurs de la tête, aux étourdissemens; il expulse les humeurs qui font obstacle au libre exercice des fonction;. La boîte scellée ^ir un timbre royal qui porte sur un,fond rouge : J.-R.-J. Johnson, chimist druggist, se vend-intacte, 2 fr. chez tous les droguistes et pharmaciens de Paris, et rua Caumartin, 1. 2563",publicité médicale,publicité
896,siecle,1851_07_12,1,4,Page1_Block61,"dey , aoci .- uieu ., ^tuiiu^u, j. Cramer flls , ph .; Morat , Chateney . ....... turquie. — Prix :   12 fr . Constantinople , cîiez mm. Calleja et Ottoni , pharmaciens . ■ valachie et moldavie. - Prix : 12 fr . - Bu - ebarest , Keun , agent général * Le seul dépôt auto -  risé à Bucharest est dans la maison RcsettiJ à côté de la Poste . a lbraïla , Auguste Testu . à Gaiatz ; Fran cisco Filiberti . Les effets heureux dans lescas déses pérés ayant été constatés à Bucharest , l   honorable commission médicale en a autorisé la vente en Va lachie . Jassy , Rémond , négociant , Tachman , phar macien , Consultations chez le docteur Bassereau ,, à Jassy . ... ... Quand on fait t|qe demande de Rob à l   étranger , il faut joindre un mandat à sa lettre . lès  instructions sont traduites en toutes les lan gues . On expédie le Rob contre l   envoi d   un bon sur un banquier , eu d   un mandat sur la poste . Ce dernier mede est le seul praticable pour les localités éloi gnées des stations de chemins de fer ou des bu - réaux de Messageries . l  entrepôt général du véritable Rob Boyveau - Laf - fecteur se trouve exclusivement chez le - docteur Gi raudeau de Saint - Gervais , aue Richer , 12, à Paris .",publicité médicale,publicité
897,presse,1854_08_30,1,4,Page1_Block65,"analeptiques, cette fécule, la seule qui ait été eecot?- hue et approuvée par l Académie de médecine, nour rit et fortifie l estomac, et préserve cet organe da l influence funeste des maladies épidémiques. D un goût agréable et de facile digestion, celte substance alimentaire convient à tout le monde, aussi bien aux dames qu aux enfanls, aux vieillards et à toutes les personnes faibles ou malades de { estomac. . La nourriture, pour tes autres repas, devra se com poser de viandes Dlanches, bouillies ou rôties, et de tous les aliments dont chacun aura reconnu, par ex périence, la digestion facile. L usage de vêlements chauds, un air pur, tous les soins généraux d hygiène et de propreté, sont aussi utiles que favorables pour prévenir le trouble des fonctions digeslives et maintenir l estomac dans les meilleures conditions de santé. E. L evasseur.  Rédacteur du XIX . siècle. [Revue Médicale).",publicité médicale,publicité
898,presse,1850_04_20,1,4,Page1_Block48,"parleur nombre et leur variété,- a;loules las indications que •présentfeJa ! Telssont en quelques mots  les principaux avantages qui médecine; tels sont les douenes elles bains de vapeur simples ou aromatiques.^^ sèche» ou huinfdesd  hygiénique des NéMhermes; Nous ajouterons cependant que avec touteà les modifications de température, de force et de composition.dont;elles sonte susceptibles — - — -r-  -Nous ferons; remarquer , qu au moyen: des appareils qui y •. fonctionnent^jamais les malais ni les assistans ne peuvent fitre incommodés par■■.te dégagement de : vapeurs sulfureuse^ -les^ •uelles sont détournées de l atmosphere ambiante- par des tuyaux ^ appely; et, rempb c ges • par es arômes appropriés au goût des malades. 11 est inutile de rappeler ici les applications mèdica-",publicité médicale,publicité
899,siecle,1856_01_16,1,4,Page1_Block44,"sultetit < 2» Que trop souvent les trâiteuiens médicamenteuxT les tavemenS ]6mes) ne procurent qu un soulagement momentané et contribuent favoriserrétat chromqueau lieu d apporter la guérison. -La RevaleecSOre Du Barry guérit radicalement toutes les maladies suivantes en fortifiant les organes digestifs, en rendant a digr stton régulière et en améliorant le v ang. Constipation, crampes d estomac, acidités, coliqucK maladies norvonso?, cnvals^n---, flux, allbctiondu foie et des rein*, palpitations, migraine, vertiges, gravidle, rétrécissemuns, ulcérations de l estomac, scor but, fièvres, sciolules, phthisie, rhumatismes, grippe, nausées et vomissemens. ^ Cest sans contredit le plus simple mode do gitfrnon et le .moins coûteux Nourriture saine, nutritive et fortifiante, elle peut remplacer tous !e< autres mets. On la prépare de différentes l anières pour déjeu* lier, collation, dîner et. souper. Un repas devient, à 5 sous. La boite en ferblanc de 1/2 jusqu à 16 liv. angl.„ 2 à 32 fr. Qua M doublement concentrée, 8 à 58 fr. Bro haro gratis.. Les grandes iwites de 12 liv. angl 31 fn, et de 10 liv. argl., ES fr., seront envoyées affranchies contre nn mandat sur Paris. Dépôts ii Pans et dans toutes les autres villes de la France. Dépôt général,- rue Hautevilie, 32.",publicité médicale,publicité
900,presse,1847_09_18,1,4,Page1_Block7,"(Supériorité sur V L-,. r a iln ne et autres compositions de ce nmr«   dit on!pour base l vxrx-U-ae-nn ou reau-de-vie. t I,e Vinaigre de Toil ? de la Sr ]i ; n» n artma! dans sa composition que dos siibsi/men?, ioni ques, aromatiques et salutaires. Saris avoirs mnon sic cative et brûlante ac 1 eau de Colome. il en nnsseao toutes les propriétés bienmisanles: il la remolaceavcc un egrande supériorité anus ions ses tînmes et s em ploie de la même manière: il est plus nelie en prin cipes aromatiques et balsamiques: son odeur est «lus toe et plus suave.",publicité médicale,publicité
901,siecle,1857_03_21,1,4,Page1_Block55,"Traites de médecine, Pliaraiteie, fuTamerlt, RllSCS £LECTR0-M«NËTIQ11ES de nicolle, inveiittur hriveti, s. g. d. g. gcér1s0n en 30 joues des maladies kervecses kï du sang chez les deux sexes. Dans notre article, du mois de février 1857,nous avons cité-quelques-unes des guérisons les plus remarquables que nos buses avaient opérées dans les jours qui précédaient cette publication ; nous continuons aujourdhui- cette revue. —On nous écrit de âaint-Ltienne. -M janvier 1857 : « Monsieur, a sur la demande de M. le vicaire ti Aveize (Rhô- » ne), vous avez adressé a Madame la supérieure » x des sœurs de Samiâ-koy-Largenti&re. 11 y a en- » yirou cinq mois, un de vos buses, qui était pour « une femme souffrante de crises d estomac: de- » puis pius de deux ans elle avait suivi le régime » indiqué par plusieurs médecins, et cela sans ré- » sultat: eue a eu recours à vous, et une guénson » presque complète s en est suivie. Autrefois, rien » ne pouvait être digéré, pas même le bouillon le ». plus- léger ; les crises d estomao causaient en » mêfne temps une douleur très sensible entre les » épaule?; depuis environ un mois, tout cela a dis- » paru, etc. ch . »-^ « Marseille, i janvier 1857. » Monsieur, je vous ai demandé un buso, dernie- » rement, pour une de mes sœurs, à Epinal; voici » ce qu elle m écrit a ce sujet (je copie textuelle- » ment, : « Mon cher,Jules, j ai été bien intriguée » lorsque tu m as écrit^ue tu m envoyais un buse » pour me guérir, moi qui avais les nerfs si faibles » qu il n y avait-guère ae joùrs qu il ne fallût me » coucher; Je ne pouvais faire aucun ouvrage fati- » gant, j étais totalement découragée, je souBrais * continuellement, la nuit |e taisais desTèves af- » frfcux. j avais toujours froid, et il n y avait- que » le lit qui put me réchauffer. Après avoir pris le » buse j ai senti une chaleur dans tout le corps, » puis j ai vomi près de trois quarts-d heure : une # fois ces vapeurs pârties, je ne me sentis plus de » mal. Quand je travaillais, j.avais mal dans Ie ; S dos ; quand je marchais un peu vite, j avais » mal dans le ventre ou des points douloureux ; » il fallait m anôter, je ne pouvais plus respirer; » j avais toujours sommeil; j avais le saDg mort, » il ne pouvait plus circuler. Maintenant je suis » guérie, je me seç>s une force que je n ai jamais » eue. Tout le monde ici veut des buses. La bro. » churo court la ville, etc. Ta sœur, Em. D... » — « Gray (Haute-Snône), le 23 février 1857. Mon- » sieur, la personne pour laquelle votre buse était » destiné l a immédiatement posé à la place dece- » lui de son corset, il y a huit jours aujourd hui. » et déjà la douleur qu étle ressentait au côté » gauche a considérablemfnt diminué ; les ai- d greurs d estomac, les mauvaise» digestions et » la constipation ont disparu, etc. G., architecte.» » — « Notre-dame-dPs-Lumières, 6 février ,1857, » Monsieur, je ne dois pas vous laisser ignorer » que le dernier buse envoyé pour M. M.., a opér » réle départ complet de son rhumatisme, etc. » F. M: »— N. B. îl y a long-temps que cette dame",publicité médicale,publicité
902,debats,1860_05_30,1,4,P4_TB00021,"UÊRISON BIENGARA ATIE FORFAIT, SANS TISANE, SANS MERCURE, etc. Combien de médications ? Chaque médian, chaqu. même offre la sienne I Bequcqup propo sent de guérir en 3  fours, aucun ne peut garantir la cure des mauvais reliquats qui sont la suite de ces médications. Le livre et le préservatif des maladies contagieuses, 10 fr. en bon de poste, chez l auteur BASSAGET, doct r -méd. prof l part , membre de l Ac. nationale. Trait, facile A suivre par corresp. Consul t. les maiins, rue Saint-Martin, 90, au 2 , et de midi à 4 h., boulev. de Sébastopol, 21, Paris. (Affr.). Que de consultons qui Vn écrivent, me confient qu a près avoir fait inutilement usage de remèdes secrets, il leur est survenu un rétrécissement, une rétention d urine, etc. Obligés de se servir de sondes, de bou gies, ils voient leurs maux s aggraver. Que de mala des allectés d excroissances, végétations, cancers, etc., viennent enfin se recommander h moi, et je les guéris sans souffrances ni opération! Dartredé-ptangeaisfins. mqladips 4e  a peau Ips plus chroniques, celles marne qui ont résisté à tems trait  et réputées incurables guéries aussi à forfait.",publicité médicale,publicité
903,debats,1848_06_08,1,4,P4_TB00032,"BEAUTÉ PABIB I conservation* CHEVEUX. Cette préparation est onctueuse et fondante; elle rend les cheveux et souples, les fait épaissir et les empêche de tomber; elle ne laisse sur la tête ni résidu ni pellicules,et n occasionne pas les migraines ou maux de tête s;souvent produits par les pommades delà pafftimurie elle plus, comme la plupart de ces pommades, d altérer la cuaivce des Prix du ffaçpk : 1 fr. 50 e. Entrepôt général, r, J.-J .-Rousseau , 5. sauugjjus gcucrai f r, U.-V ,-AUUSSeaa , v. j Tout flacon qui ne portera pas les marques ci- ! dessus doit être refusé comme contrefait. J",publicité médicale,publicité
904,siecle,1857_07_08,1,4,Page1_Block47,"DEÏÏ!FE!CS ,.,™. Cotte er.n, dont l eflcacité à été rec«)imue par 1. s plus célèbres médecins, calme a l instant les plis vlolens maux de dents. Elle empêche la l ormatioL , du tartre qui par son enduit limoneux ronge et a tèsro les dents ies plus solides. Comme tonique» e : e ra<Te,rmit et cicatrise les soncives boursouflées o» saignantes, prévient et guérit tes altérations et la ca rie des dents; iw sou avome balsamique, elle dom« de la fraîcheur à la bouche. — Le flacon, 3 fr. Cïpi rrs-itii, pharmacien,rue J.-*. Kouhiseau. ILS mftto U SitMIH , spéciaux des hdpi .anx Beaiijon, Saint Louis, etc., a Par.s. pour la puéii^ori do^ ina adi s de? cheveux, do la peau, tei gnes, durlris denMngeaUoiiti , etc., etc., reçoivent, éj i etiW-Kue-Wite, fitub- tî  -, u o)oré, à Paris, mardi, samedi, de 13 A 4 h.—77 Oti ! guérisons <ie a 1857. —Consultat on, 10 fr. — Guérisons à forfait : 1,000. 800, 690, <!*,(), -m, !00 et 50 f.",publicité médicale,publicité
905,siecle,1843_04_13,1,4,Page1_Block38,"DE S. M. LA REINE VICTORIA, Par B. MOOB.E, parfumeur breveté et PATENTÉ * , de là cour d Angleterre. Le titre d incomparable, si injustement prodigué à tant de eosmétiques, appar tient à bon droit a J  eau de C ologne de la reine Victoria, qui l honore de son ?atronage et l a annoblie de son nom. Celte eau vient, du reste, d un pays où art de la parfumerie est parvenu à un tel degré de perfection qu tl a quelque chose def ^i ique. On peut la définir en ces termes : elle est plus bienfaisante que l Eau de I-uce et plus suave que l Eau de Portugal. Ses principes, plus purs que l éther, ont subi l incorruptible épreuve de la distillation. Il s en suit que,soit ■comme parfum, soit comme liqueur balsamique et vulnéraire ses avantages se présente nt avec une incontestable supériorité. Avoir sur sa toilette un flacon d Eau de Cologne de la reine Victoria, décéléra bientôt, en France comme en Angleterre, mne personrre de goût, sachant apprécier les progrès de la parfumerie scientifique.",publicité médicale,publicité
